Frequency_Hz,Magnitude_Linear,Magnitude_dB,Phase_Radians
13223.544067,1.021342690673646e+00,0.183430,0.003129
13226.533790,1.021342687518813e+00,0.183430,0.003127
13229.523513,1.021342782833955e+00,0.183430,0.003126
13232.513236,1.021342692553610e+00,0.183430,0.003125
13235.502959,1.021342713781437e+00,0.183430,0.003124
13238.492681,1.021342724510975e+00,0.183430,0.003122
13241.482404,1.021342759937799e+00,0.183430,0.003121
13244.472127,1.021342712686018e+00,0.183430,0.003120
13247.461850,1.021342706872488e+00,0.183430,0.003119
13250.451573,1.021342756005817e+00,0.183430,0.003117
13253.441296,1.021342771732868e+00,0.183430,0.003116
13256.431018,1.021342821738415e+00,0.183431,0.003115
13259.420741,1.021342741826598e+00,0.183430,0.003114
13262.410464,1.021342729360083e+00,0.183430,0.003113
13265.400187,1.021342811805247e+00,0.183431,0.003111
13268.389910,1.021342714717242e+00,0.183430,0.003110
13271.379633,1.021342769663315e+00,0.183430,0.003109
13274.369355,1.021342775947088e+00,0.183430,0.003108
13277.359078,1.021342763477338e+00,0.183430,0.003106
13280.348801,1.021342725419350e+00,0.183430,0.003105
13283.338524,1.021342736872435e+00,0.183430,0.003104
13286.328247,1.021342685473648e+00,0.183430,0.003103
13289.317969,1.021342780251627e+00,0.183430,0.003101
13292.307692,1.021342693232747e+00,0.183430,0.003100
13295.297415,1.021342739869390e+00,0.183430,0.003099
13298.287138,1.021342758857713e+00,0.183430,0.003098
13301.276861,1.021342778547322e+00,0.183430,0.003096
13304.266584,1.021342819360736e+00,0.183431,0.003095
13307.256306,1.021342785690064e+00,0.183431,0.003094
13310.246029,1.021342726757581e+00,0.183430,0.003093
13313.235752,1.021342820175159e+00,0.183431,0.003091
13316.225475,1.021342735731284e+00,0.183430,0.003090
13319.215198,1.021342765262049e+00,0.183430,0.003089
13322.204921,1.021342747250766e+00,0.183430,0.003088
13325.194643,1.021342777644260e+00,0.183430,0.003087
13328.184366,1.021342740917828e+00,0.183430,0.003085
13331.174089,1.021342740216550e+00,0.183430,0.003084
13334.163812,1.021342743874263e+00,0.183430,0.003083
13337.153535,1.021342748638839e+00,0.183430,0.003082
13340.143258,1.021342752822818e+00,0.183430,0.003080
13343.132980,1.021342745821201e+00,0.183430,0.003079
13346.122703,1.021342834630856e+00,0.183431,0.003078
13349.112426,1.021342873174651e+00,0.183431,0.003077
13352.102149,1.021342784377050e+00,0.183431,0.003076
13355.091872,1.021342781324302e+00,0.183430,0.003074
13358.081595,1.021342772427801e+00,0.183430,0.003073
13361.071317,1.021342783301501e+00,0.183430,0.003072
13364.061040,1.021342736979211e+00,0.183430,0.003071
13367.050763,1.021342751138732e+00,0.183430,0.003069
13370.040486,1.021342796483814e+00,0.183431,0.003068
13373.030209,1.021342822278553e+00,0.183431,0.003067
13376.019931,1.021342773517592e+00,0.183430,0.003066
13379.009654,1.021342737712462e+00,0.183430,0.003065
13381.999377,1.021342820174286e+00,0.183431,0.003063
13384.989100,1.021342742771682e+00,0.183430,0.003062
13387.978823,1.021342727850686e+00,0.183430,0.003061
13390.968546,1.021342675815594e+00,0.183430,0.003060
13393.958268,1.021342740356696e+00,0.183430,0.003058
13396.947991,1.021342741738788e+00,0.183430,0.003057
13399.937714,1.021342752636496e+00,0.183430,0.003056
13402.927437,1.021342723032362e+00,0.183430,0.003055
13405.917160,1.021342782231877e+00,0.183430,0.003054
13408.906883,1.021342678434197e+00,0.183430,0.003052
13411.896605,1.021342736741457e+00,0.183430,0.003051
13414.886328,1.021342750137180e+00,0.183430,0.003050
13417.876051,1.021342737995049e+00,0.183430,0.003049
13420.865774,1.021342679103552e+00,0.183430,0.003047
13423.855497,1.021342727894743e+00,0.183430,0.003046
13426.845220,1.021342734280440e+00,0.183430,0.003045
13429.834942,1.021342785530917e+00,0.183431,0.003044
13432.824665,1.021342666916922e+00,0.183430,0.003043
13435.814388,1.021342716207122e+00,0.183430,0.003041
13438.804111,1.021342681916485e+00,0.183430,0.003040
13441.793834,1.021342774824912e+00,0.183430,0.003039
13444.783557,1.021342746705844e+00,0.183430,0.003038
13447.773279,1.021342741570905e+00,0.183430,0.003037
13450.763002,1.021342728307377e+00,0.183430,0.003035
13453.752725,1.021342817196871e+00,0.183431,0.003034
13456.742448,1.021342713183714e+00,0.183430,0.003033
13459.732171,1.021342738823593e+00,0.183430,0.003032
13462.721893,1.021342772126143e+00,0.183430,0.003031
13465.711616,1.021342809834634e+00,0.183431,0.003029
13468.701339,1.021342751129136e+00,0.183430,0.003028
13471.691062,1.021342683512156e+00,0.183430,0.003027
13474.680785,1.021342704989278e+00,0.183430,0.003026
13477.670508,1.021342767769004e+00,0.183430,0.003024
13480.660230,1.021342705367201e+00,0.183430,0.003023
13483.649953,1.021342694072615e+00,0.183430,0.003022
13486.639676,1.021342686021632e+00,0.183430,0.003021
13489.629399,1.021342728455271e+00,0.183430,0.003020
13492.619122,1.021342679456819e+00,0.183430,0.003018
13495.608845,1.021342695977335e+00,0.183430,0.003017
13498.598567,1.021342710743639e+00,0.183430,0.003016
13501.588290,1.021342683909598e+00,0.183430,0.003015
13504.578013,1.021342705486662e+00,0.183430,0.003014
13507.567736,1.021342666049086e+00,0.183429,0.003012
13510.557459,1.021342713953164e+00,0.183430,0.003011
13513.547182,1.021342658894837e+00,0.183429,0.003010
13516.536904,1.021342677925599e+00,0.183430,0.003009
13519.526627,1.021342683915446e+00,0.183430,0.003008
13522.516350,1.021342714346322e+00,0.183430,0.003006
13525.506073,1.021342646358349e+00,0.183429,0.003005
13528.495796,1.021342640592868e+00,0.183429,0.003004
13531.485519,1.021342696291240e+00,0.183430,0.003003
13534.475241,1.021342749088569e+00,0.183430,0.003002
13537.464964,1.021342719731404e+00,0.183430,0.003000
13540.454687,1.021342710548789e+00,0.183430,0.002999
13543.444410,1.021342694642788e+00,0.183430,0.002998
13546.434133,1.021342772292647e+00,0.183430,0.002997
13549.423855,1.021342689832129e+00,0.183430,0.002996
13552.413578,1.021342707622127e+00,0.183430,0.002994
13555.403301,1.021342714064422e+00,0.183430,0.002993
13558.393024,1.021342723388542e+00,0.183430,0.002992
13561.382747,1.021342741367805e+00,0.183430,0.002991
13564.372470,1.021342733124139e+00,0.183430,0.002990
13567.362192,1.021342686222239e+00,0.183430,0.002988
13570.351915,1.021342817912161e+00,0.183431,0.002987
13573.341638,1.021342786658343e+00,0.183431,0.002986
13576.331361,1.021342765871414e+00,0.183430,0.002985
13579.321084,1.021342724557530e+00,0.183430,0.002984
13582.310807,1.021342767949164e+00,0.183430,0.002982
13585.300529,1.021342794245302e+00,0.183431,0.002981
13588.290252,1.021342757149861e+00,0.183430,0.002980
13591.279975,1.021342718879215e+00,0.183430,0.002979
13594.269698,1.021342778696947e+00,0.183430,0.002978
13597.259421,1.021342723089659e+00,0.183430,0.002976
13600.249144,1.021342764922419e+00,0.183430,0.002975
13603.238866,1.021342741209701e+00,0.183430,0.002974
13606.228589,1.021342758297373e+00,0.183430,0.002973
13609.218312,1.021342700435137e+00,0.183430,0.002972
13612.208035,1.021342724570091e+00,0.183430,0.002971
13615.197758,1.021342727425253e+00,0.183430,0.002969
13618.187481,1.021342769587111e+00,0.183430,0.002968
13621.177203,1.021342728330365e+00,0.183430,0.002967
13624.166926,1.021342746530361e+00,0.183430,0.002966
13627.156649,1.021342763298748e+00,0.183430,0.002965
13630.146372,1.021342756936878e+00,0.183430,0.002963
13633.136095,1.021342705481612e+00,0.183430,0.002962
13636.125818,1.021342677524944e+00,0.183430,0.002961
13639.115540,1.021342761453913e+00,0.183430,0.002960
13642.105263,1.021342719380148e+00,0.183430,0.002959
13645.094986,1.021342715361312e+00,0.183430,0.002958
13648.084709,1.021342736782869e+00,0.183430,0.002956
13651.074432,1.021342819209311e+00,0.183431,0.002955
13654.064154,1.021342799411258e+00,0.183431,0.002954
13657.053877,1.021342781835993e+00,0.183430,0.002953
13660.043600,1.021342768899755e+00,0.183430,0.002952
13663.033323,1.021342784541166e+00,0.183431,0.002950
13666.023046,1.021342760578402e+00,0.183430,0.002949
13669.012769,1.021342758260278e+00,0.183430,0.002948
13672.002491,1.021342741803249e+00,0.183430,0.002947
13674.992214,1.021342790727066e+00,0.183431,0.002946
13677.981937,1.021342751779310e+00,0.183430,0.002944
13680.971660,1.021342778079419e+00,0.183430,0.002943
13683.961383,1.021342744999706e+00,0.183430,0.002942
13686.951106,1.021342837724334e+00,0.183431,0.002941
13689.940828,1.021342728958444e+00,0.183430,0.002940
13692.930551,1.021342789855414e+00,0.183431,0.002939
13695.920274,1.021342806506560e+00,0.183431,0.002937
13698.909997,1.021342735048684e+00,0.183430,0.002936
13701.899720,1.021342721673263e+00,0.183430,0.002935
13704.889443,1.021342733865522e+00,0.183430,0.002934
13707.879165,1.021342669033385e+00,0.183430,0.002933
13710.868888,1.021342738800078e+00,0.183430,0.002931
13713.858611,1.021342663371862e+00,0.183429,0.002930
13716.848334,1.021342699339979e+00,0.183430,0.002929
13719.838057,1.021342697391949e+00,0.183430,0.002928
13722.827780,1.021342724970813e+00,0.183430,0.002927
13725.817502,1.021342702782752e+00,0.183430,0.002926
13728.807225,1.021342703342515e+00,0.183430,0.002924
13731.796948,1.021342663627169e+00,0.183429,0.002923
13734.786671,1.021342748056077e+00,0.183430,0.002922
13737.776394,1.021342641225199e+00,0.183429,0.002921
13740.766116,1.021342666489504e+00,0.183429,0.002920
13743.755839,1.021342807712191e+00,0.183431,0.002919
13746.745562,1.021342766342524e+00,0.183430,0.002917
13749.735285,1.021342778455243e+00,0.183430,0.002916
13752.725008,1.021342737846560e+00,0.183430,0.002915
13755.714731,1.021342752053976e+00,0.183430,0.002914
13758.704453,1.021342772503050e+00,0.183430,0.002913
13761.694176,1.021342753049405e+00,0.183430,0.002911
13764.683899,1.021342774572457e+00,0.183430,0.002910
13767.673622,1.021342767738719e+00,0.183430,0.002909
13770.663345,1.021342775793105e+00,0.183430,0.002908
13773.653068,1.021342733928680e+00,0.183430,0.002907
13776.642790,1.021342698239056e+00,0.183430,0.002906
13779.632513,1.021342720889082e+00,0.183430,0.002904
13782.622236,1.021342719189348e+00,0.183430,0.002903
13785.611959,1.021342681338438e+00,0.183430,0.002902
13788.601682,1.021342718086921e+00,0.183430,0.002901
13791.591405,1.021342730292204e+00,0.183430,0.002900
13794.581127,1.021342733288249e+00,0.183430,0.002899
13797.570850,1.021342714553104e+00,0.183430,0.002897
13800.560573,1.021342704424097e+00,0.183430,0.002896
13803.550296,1.021342690412697e+00,0.183430,0.002895
13806.540019,1.021342681180131e+00,0.183430,0.002894
13809.529742,1.021342707299917e+00,0.183430,0.002893
13812.519464,1.021342726081098e+00,0.183430,0.002892
13815.509187,1.021342697537926e+00,0.183430,0.002890
13818.498910,1.021342710382960e+00,0.183430,0.002889
13821.488633,1.021342691331698e+00,0.183430,0.002888
13824.478356,1.021342665308066e+00,0.183429,0.002887
13827.468078,1.021342746675013e+00,0.183430,0.002886
13830.457801,1.021342639247825e+00,0.183429,0.002885
13833.447524,1.021342679955961e+00,0.183430,0.002884
13836.437247,1.021342679354409e+00,0.183430,0.002882
13839.426970,1.021342705103052e+00,0.183430,0.002881
13842.416693,1.021342718666234e+00,0.183430,0.002880
13845.406415,1.021342701829978e+00,0.183430,0.002879
13848.396138,1.021342736023482e+00,0.183430,0.002878
13851.385861,1.021342827275136e+00,0.183431,0.002877
13854.375584,1.021342734712884e+00,0.183430,0.002875
13857.365307,1.021342748126699e+00,0.183430,0.002874
13860.355030,1.021342744803881e+00,0.183430,0.002873
13863.344752,1.021342750360808e+00,0.183430,0.002872
13866.334475,1.021342763075172e+00,0.183430,0.002871
13869.324198,1.021342805872849e+00,0.183431,0.002870
13872.313921,1.021342752763949e+00,0.183430,0.002868
13875.303644,1.021342757758784e+00,0.183430,0.002867
13878.293367,1.021342658048994e+00,0.183429,0.002866
13881.283089,1.021342714582145e+00,0.183430,0.002865
13884.272812,1.021342698906644e+00,0.183430,0.002864
13887.262535,1.021342682182989e+00,0.183430,0.002863
13890.252258,1.021342687273581e+00,0.183430,0.002861
13893.241981,1.021342697374959e+00,0.183430,0.002860
13896.231704,1.021342736718842e+00,0.183430,0.002859
13899.221426,1.021342803646865e+00,0.183431,0.002858
13902.211149,1.021342781950279e+00,0.183430,0.002857
13905.200872,1.021342770764071e+00,0.183430,0.002856
13908.190595,1.021342784148046e+00,0.183430,0.002855
13911.180318,1.021342755533935e+00,0.183430,0.002853
13914.170040,1.021342700747367e+00,0.183430,0.002852
13917.159763,1.021342655175886e+00,0.183429,0.002851
13920.149486,1.021342704626006e+00,0.183430,0.002850
13923.139209,1.021342740831089e+00,0.183430,0.002849
13926.128932,1.021342650572892e+00,0.183429,0.002848
13929.118655,1.021342668574318e+00,0.183430,0.002846
13932.108377,1.021342703398345e+00,0.183430,0.002845
13935.098100,1.021342688264893e+00,0.183430,0.002844
13938.087823,1.021342738828652e+00,0.183430,0.002843
13941.077546,1.021342686994949e+00,0.183430,0.002842
13944.067269,1.021342754172646e+00,0.183430,0.002841
13947.056992,1.021342704138641e+00,0.183430,0.002840
13950.046714,1.021342663861131e+00,0.183429,0.002838
13953.036437,1.021342705426037e+00,0.183430,0.002837
13956.026160,1.021342773462266e+00,0.183430,0.002836
13959.015883,1.021342801351234e+00,0.183431,0.002835
13962.005606,1.021342748127878e+00,0.183430,0.002834
13964.995329,1.021342684825457e+00,0.183430,0.002833
13967.985051,1.021342743003524e+00,0.183430,0.002832
13970.974774,1.021342784701102e+00,0.183431,0.002830
13973.964497,1.021342709397795e+00,0.183430,0.002829
13976.954220,1.021342725483627e+00,0.183430,0.002828
13979.943943,1.021342788352511e+00,0.183431,0.002827
13982.933666,1.021342743959328e+00,0.183430,0.002826
13985.923388,1.021342768699940e+00,0.183430,0.002825
13988.913111,1.021342741772299e+00,0.183430,0.002823
13991.902834,1.021342790894989e+00,0.183431,0.002822
13994.892557,1.021342663824644e+00,0.183429,0.002821
13997.882280,1.021342720445489e+00,0.183430,0.002820
14000.872002,1.021342710645691e+00,0.183430,0.002819
14003.861725,1.021342687636448e+00,0.183430,0.002818
14006.851448,1.021342750097548e+00,0.183430,0.002817
14009.841171,1.021342701845279e+00,0.183430,0.002815
14012.830894,1.021342679793796e+00,0.183430,0.002814
14015.820617,1.021342717869119e+00,0.183430,0.002813
14018.810339,1.021342656928089e+00,0.183429,0.002812
14021.800062,1.021342728739460e+00,0.183430,0.002811
14024.789785,1.021342694155935e+00,0.183430,0.002810
14027.779508,1.021342736860743e+00,0.183430,0.002809
14030.769231,1.021342653003466e+00,0.183429,0.002807
14033.758954,1.021342649880446e+00,0.183429,0.002806
14036.748676,1.021342694285803e+00,0.183430,0.002805
14039.738399,1.021342723140262e+00,0.183430,0.002804
14042.728122,1.021342686404749e+00,0.183430,0.002803
14045.717845,1.021342697978936e+00,0.183430,0.002802
14048.707568,1.021342756667196e+00,0.183430,0.002801
14051.697291,1.021342741029781e+00,0.183430,0.002799
14054.687013,1.021342748404624e+00,0.183430,0.002798
14057.676736,1.021342685890130e+00,0.183430,0.002797
14060.666459,1.021342680224954e+00,0.183430,0.002796
14063.656182,1.021342748523165e+00,0.183430,0.002795
14066.645905,1.021342706583645e+00,0.183430,0.002794
14069.635628,1.021342743083256e+00,0.183430,0.002793
14072.625350,1.021342781928860e+00,0.183430,0.002792
14075.615073,1.021342753320758e+00,0.183430,0.002790
14078.604796,1.021342757576273e+00,0.183430,0.002789
14081.594519,1.021342727897663e+00,0.183430,0.002788
14084.584242,1.021342730705475e+00,0.183430,0.002787
14087.573964,1.021342761082367e+00,0.183430,0.002786
14090.563687,1.021342698324610e+00,0.183430,0.002785
14093.553410,1.021342742830487e+00,0.183430,0.002784
14096.543133,1.021342779236479e+00,0.183430,0.002783
14099.532856,1.021342753932796e+00,0.183430,0.002781
14102.522579,1.021342749821634e+00,0.183430,0.002780
14105.512301,1.021342683630715e+00,0.183430,0.002779
14108.502024,1.021342708634137e+00,0.183430,0.002778
14111.491747,1.021342765465465e+00,0.183430,0.002777
14114.481470,1.021342724916121e+00,0.183430,0.002776
14117.471193,1.021342752850827e+00,0.183430,0.002775
14120.460916,1.021342747354694e+00,0.183430,0.002773
14123.450638,1.021342772735093e+00,0.183430,0.002772
14126.440361,1.021342740580169e+00,0.183430,0.002771
14129.430084,1.021342711066654e+00,0.183430,0.002770
14132.419807,1.021342821548839e+00,0.183431,0.002769
14135.409530,1.021342706048870e+00,0.183430,0.002768
14138.399253,1.021342750742512e+00,0.183430,0.002767
14141.388975,1.021342674119229e+00,0.183430,0.002765
14144.378698,1.021342810207161e+00,0.183431,0.002764
14147.368421,1.021342701737063e+00,0.183430,0.002763
14150.358144,1.021342702523155e+00,0.183430,0.002762
14153.347867,1.021342673542577e+00,0.183430,0.002761
14156.337590,1.021342779431380e+00,0.183430,0.002760
14159.327312,1.021342660719386e+00,0.183429,0.002759
14162.317035,1.021342730329756e+00,0.183430,0.002758
14165.306758,1.021342730065913e+00,0.183430,0.002757
14168.296481,1.021342732476779e+00,0.183430,0.002755
14171.286204,1.021342639851643e+00,0.183429,0.002754
14174.275927,1.021342681177129e+00,0.183430,0.002753
14177.265649,1.021342693160591e+00,0.183430,0.002752
14180.255372,1.021342832045635e+00,0.183431,0.002751
14183.245095,1.021342747787044e+00,0.183430,0.002750
14186.234818,1.021342781402255e+00,0.183430,0.002749
14189.224541,1.021342790857168e+00,0.183431,0.002748
14192.214263,1.021342793574613e+00,0.183431,0.002746
14195.203986,1.021342745106168e+00,0.183430,0.002745
14198.193709,1.021342724852221e+00,0.183430,0.002744
14201.183432,1.021342762033499e+00,0.183430,0.002743
14204.173155,1.021342774356781e+00,0.183430,0.002742
14207.162878,1.021342678252736e+00,0.183430,0.002741
14210.152600,1.021342768148578e+00,0.183430,0.002740
14213.142323,1.021342765573537e+00,0.183430,0.002739
14216.132046,1.021342806721531e+00,0.183431,0.002737
14219.121769,1.021342705032647e+00,0.183430,0.002736
14222.111492,1.021342689795886e+00,0.183430,0.002735
14225.101215,1.021342707313247e+00,0.183430,0.002734
14228.090937,1.021342673714766e+00,0.183430,0.002733
14231.080660,1.021342677996139e+00,0.183430,0.002732
14234.070383,1.021342667321461e+00,0.183430,0.002731
14237.060106,1.021342728098725e+00,0.183430,0.002730
14240.049829,1.021342726338361e+00,0.183430,0.002729
14243.039552,1.021342730375895e+00,0.183430,0.002727
14246.029274,1.021342672773631e+00,0.183430,0.002726
14249.018997,1.021342726554887e+00,0.183430,0.002725
14252.008720,1.021342648831092e+00,0.183429,0.002724
14254.998443,1.021342708516767e+00,0.183430,0.002723
14257.988166,1.021342718760459e+00,0.183430,0.002722
14260.977889,1.021342737352595e+00,0.183430,0.002721
14263.967611,1.021342727386089e+00,0.183430,0.002720
14266.957334,1.021342706485092e+00,0.183430,0.002718
14269.947057,1.021342696071152e+00,0.183430,0.002717
14272.936780,1.021342776499850e+00,0.183430,0.002716
14275.926503,1.021342661251658e+00,0.183429,0.002715
14278.916225,1.021342706100362e+00,0.183430,0.002714
14281.905948,1.021342713648128e+00,0.183430,0.002713
14284.895671,1.021342708137546e+00,0.183430,0.002712
14287.885394,1.021342736504762e+00,0.183430,0.002711
14290.875117,1.021342709082887e+00,0.183430,0.002710
14293.864840,1.021342715231339e+00,0.183430,0.002709
14296.854562,1.021342763149495e+00,0.183430,0.002707
14299.844285,1.021342785105751e+00,0.183431,0.002706
14302.834008,1.021342744059780e+00,0.183430,0.002705
14305.823731,1.021342753620796e+00,0.183430,0.002704
14308.813454,1.021342774212184e+00,0.183430,0.002703
14311.803177,1.021342740652075e+00,0.183430,0.002702
14314.792899,1.021342748783323e+00,0.183430,0.002701
14317.782622,1.021342709506068e+00,0.183430,0.002700
14320.772345,1.021342759854662e+00,0.183430,0.002699
14323.762068,1.021342814924830e+00,0.183431,0.002697
14326.751791,1.021342710091202e+00,0.183430,0.002696
14329.741514,1.021342754453376e+00,0.183430,0.002695
14332.731236,1.021342826140927e+00,0.183431,0.002694
14335.720959,1.021342741592010e+00,0.183430,0.002693
14338.710682,1.021342764466210e+00,0.183430,0.002692
14341.700405,1.021342772736549e+00,0.183430,0.002691
14344.690128,1.021342772888064e+00,0.183430,0.002690
14347.679851,1.021342750893466e+00,0.183430,0.002689
14350.669573,1.021342775934400e+00,0.183430,0.002687
14353.659296,1.021342755536192e+00,0.183430,0.002686
14356.649019,1.021342809195492e+00,0.183431,0.002685
14359.638742,1.021342736021272e+00,0.183430,0.002684
14362.628465,1.021342673662869e+00,0.183430,0.002683
14365.618187,1.021342739296760e+00,0.183430,0.002682
14368.607910,1.021342692382991e+00,0.183430,0.002681
14371.597633,1.021342696399608e+00,0.183430,0.002680
14374.587356,1.021342798400682e+00,0.183431,0.002679
14377.577079,1.021342734653023e+00,0.183430,0.002678
14380.566802,1.021342732029809e+00,0.183430,0.002676
14383.556524,1.021342682472024e+00,0.183430,0.002675
14386.546247,1.021342631992713e+00,0.183429,0.002674
14389.535970,1.021342711084622e+00,0.183430,0.002673
14392.525693,1.021342644682852e+00,0.183429,0.002672
14395.515416,1.021342676970063e+00,0.183430,0.002671
14398.505139,1.021342655574328e+00,0.183429,0.002670
14401.494861,1.021342675251831e+00,0.183430,0.002669
14404.484584,1.021342682237558e+00,0.183430,0.002668
14407.474307,1.021342702921204e+00,0.183430,0.002666
14410.464030,1.021342668343546e+00,0.183430,0.002665
14413.453753,1.021342732461916e+00,0.183430,0.002664
14416.443476,1.021342712592336e+00,0.183430,0.002663
14419.433198,1.021342749244116e+00,0.183430,0.002662
14422.422921,1.021342739714917e+00,0.183430,0.002661
14425.412644,1.021342754158162e+00,0.183430,0.002660
14428.402367,1.021342718874164e+00,0.183430,0.002659
14431.392090,1.021342740441193e+00,0.183430,0.002658
14434.381813,1.021342683041048e+00,0.183430,0.002657
14437.371535,1.021342756397370e+00,0.183430,0.002656
14440.361258,1.021342696216280e+00,0.183430,0.002654
14443.350981,1.021342752557082e+00,0.183430,0.002653
14446.340704,1.021342742935395e+00,0.183430,0.002652
14449.330427,1.021342730099850e+00,0.183430,0.002651
14452.320149,1.021342698455967e+00,0.183430,0.002650
14455.309872,1.021342709580880e+00,0.183430,0.002649
14458.299595,1.021342702559004e+00,0.183430,0.002648
14461.289318,1.021342793831655e+00,0.183431,0.002647
14464.279041,1.021342682989350e+00,0.183430,0.002646
14467.268764,1.021342733993189e+00,0.183430,0.002645
14470.258486,1.021342707992347e+00,0.183430,0.002644
14473.248209,1.021342774827929e+00,0.183430,0.002642
14476.237932,1.021342742931312e+00,0.183430,0.002641
14479.227655,1.021342657668257e+00,0.183429,0.002640
14482.217378,1.021342663416834e+00,0.183429,0.002639
14485.207101,1.021342761091718e+00,0.183430,0.002638
14488.196823,1.021342663660012e+00,0.183429,0.002637
14491.186546,1.021342671378378e+00,0.183430,0.002636
14494.176269,1.021342818671939e+00,0.183431,0.002635
14497.165992,1.021342778880236e+00,0.183430,0.002634
14500.155715,1.021342812693168e+00,0.183431,0.002633
14503.145438,1.021342711582804e+00,0.183430,0.002631
14506.135160,1.021342727947697e+00,0.183430,0.002631
14509.124883,1.021342732152367e+00,0.183430,0.002629
14512.114606,1.021342761484234e+00,0.183430,0.002628
14515.104329,1.021342718917890e+00,0.183430,0.002627
14518.094052,1.021342742664475e+00,0.183430,0.002626
14521.083775,1.021342805612658e+00,0.183431,0.002625
14524.073497,1.021342711526021e+00,0.183430,0.002624
14527.063220,1.021342660267292e+00,0.183429,0.002623
14530.052943,1.021342730516461e+00,0.183430,0.002622
14533.042666,1.021342685521408e+00,0.183430,0.002621
14536.032389,1.021342720759202e+00,0.183430,0.002620
14539.022111,1.021342733287447e+00,0.183430,0.002619
14542.011834,1.021342809136506e+00,0.183431,0.002617
14545.001557,1.021342770973960e+00,0.183430,0.002616
14547.991280,1.021342808903632e+00,0.183431,0.002615
14550.981003,1.021342802914329e+00,0.183431,0.002614
14553.970726,1.021342783934323e+00,0.183430,0.002613
14556.960448,1.021342725864194e+00,0.183430,0.002612
14559.950171,1.021342771570254e+00,0.183430,0.002611
14562.939894,1.021342756637891e+00,0.183430,0.002610
14565.929617,1.021342751132998e+00,0.183430,0.002609
14568.919340,1.021342753909187e+00,0.183430,0.002608
14571.909063,1.021342656526257e+00,0.183429,0.002607
14574.898785,1.021342685372641e+00,0.183430,0.002605
14577.888508,1.021342824956706e+00,0.183431,0.002604
14580.878231,1.021342694264636e+00,0.183430,0.002603
14583.867954,1.021342704983702e+00,0.183430,0.002602
14586.857677,1.021342722873453e+00,0.183430,0.002601
14589.847400,1.021342693740920e+00,0.183430,0.002600
14592.837122,1.021342751828696e+00,0.183430,0.002599
14595.826845,1.021342664581900e+00,0.183429,0.002598
14598.816568,1.021342642407768e+00,0.183429,0.002597
14601.806291,1.021342717299119e+00,0.183430,0.002596
14604.796014,1.021342663051381e+00,0.183429,0.002595
14607.785737,1.021342712171656e+00,0.183430,0.002594
14610.775459,1.021342731510361e+00,0.183430,0.002593
14613.765182,1.021342681496182e+00,0.183430,0.002591
14616.754905,1.021342657098845e+00,0.183429,0.002590
14619.744628,1.021342746679211e+00,0.183430,0.002589
14622.734351,1.021342694880569e+00,0.183430,0.002588
14625.724073,1.021342738880969e+00,0.183430,0.002587
14628.713796,1.021342725925207e+00,0.183430,0.002586
14631.703519,1.021342711039990e+00,0.183430,0.002585
14634.693242,1.021342717645608e+00,0.183430,0.002584
14637.682965,1.021342684031433e+00,0.183430,0.002583
14640.672688,1.021342698014694e+00,0.183430,0.002582
14643.662410,1.021342694628105e+00,0.183430,0.002581
14646.652133,1.021342677903465e+00,0.183430,0.002580
14649.641856,1.021342693393086e+00,0.183430,0.002578
14652.631579,1.021342727030856e+00,0.183430,0.002577
14655.621302,1.021342745033077e+00,0.183430,0.002576
14658.611025,1.021342799241604e+00,0.183431,0.002575
14661.600747,1.021342747386217e+00,0.183430,0.002574
14664.590470,1.021342696885775e+00,0.183430,0.002573
14667.580193,1.021342667154438e+00,0.183430,0.002572
14670.569916,1.021342733957733e+00,0.183430,0.002571
14673.559639,1.021342737905006e+00,0.183430,0.002570
14676.549362,1.021342701523425e+00,0.183430,0.002569
14679.539084,1.021342719731677e+00,0.183430,0.002568
14682.528807,1.021342756228401e+00,0.183430,0.002567
14685.518530,1.021342784153963e+00,0.183430,0.002566
14688.508253,1.021342781527811e+00,0.183430,0.002565
14691.497976,1.021342705078650e+00,0.183430,0.002564
14694.487699,1.021342833019409e+00,0.183431,0.002562
14697.477421,1.021342750735645e+00,0.183430,0.002561
14700.467144,1.021342724990415e+00,0.183430,0.002560
14703.456867,1.021342722812561e+00,0.183430,0.002559
14706.446590,1.021342783167439e+00,0.183430,0.002558
14709.436313,1.021342757312345e+00,0.183430,0.002557
14712.426036,1.021342713801812e+00,0.183430,0.002556
14715.415758,1.021342676720040e+00,0.183430,0.002555
14718.405481,1.021342707599915e+00,0.183430,0.002554
14721.395204,1.021342806327269e+00,0.183431,0.002553
14724.384927,1.021342672143911e+00,0.183430,0.002552
14727.374650,1.021342710433254e+00,0.183430,0.002551
14730.364372,1.021342696817981e+00,0.183430,0.002550
14733.354095,1.021342650794865e+00,0.183429,0.002549
14736.343818,1.021342630398759e+00,0.183429,0.002547
14739.333541,1.021342667159363e+00,0.183430,0.002546
14742.323264,1.021342764432011e+00,0.183430,0.002545
14745.312987,1.021342678649958e+00,0.183430,0.002544
14748.302709,1.021342715239867e+00,0.183430,0.002543
14751.292432,1.021342707915594e+00,0.183430,0.002542
14754.282155,1.021342694038470e+00,0.183430,0.002541
14757.271878,1.021342656452732e+00,0.183429,0.002540
14760.261601,1.021342696239906e+00,0.183430,0.002539
14763.251324,1.021342675378842e+00,0.183430,0.002538
14766.241046,1.021342719413046e+00,0.183430,0.002537
