Frequency_Hz,Original_dB,Truncated_dB,Difference_dB
180.175781,-2.712750,-2.696486,0.016265
180.908203,-2.719724,-2.697897,0.021827
181.640625,-2.714788,-2.699309,0.015479
182.373047,-2.699444,-2.699442,0.000001
183.105469,-2.675541,-2.670912,0.004629
183.837891,-2.645303,-2.642381,0.002922
184.570312,-2.613838,-2.613850,-0.000012
185.302734,-2.585204,-2.585445,-0.000241
186.035156,-2.559894,-2.561504,-0.001610
186.767578,-2.536340,-2.537563,-0.001223
187.500000,-2.512918,-2.513622,-0.000704
188.232422,-2.489386,-2.489798,-0.000412
188.964844,-2.467728,-2.475705,-0.007977
189.697266,-2.449869,-2.461612,-0.011743
190.429688,-2.436592,-2.447519,-0.010927
191.162109,-2.432946,-2.433426,-0.000479
191.894531,-2.442448,-2.458485,-0.016037
192.626953,-2.464488,-2.483687,-0.019199
193.359375,-2.496433,-2.508889,-0.012456
194.091797,-2.533593,-2.534091,-0.000498
194.824219,-2.573018,-2.584252,-0.011234
195.556641,-2.616193,-2.634899,-0.018705
196.289062,-2.669318,-2.685545,-0.016228
197.021484,-2.735316,-2.736192,-0.000876
197.753906,-2.813012,-2.819586,-0.006574
198.486328,-2.899330,-2.904150,-0.004819
199.218750,-2.987560,-2.988714,-0.001154
199.951172,-3.073179,-3.073278,-0.000099
200.683594,-3.150841,-3.134591,0.016250
201.416016,-3.217438,-3.194683,0.022755
202.148438,-3.272597,-3.254774,0.017823
202.880859,-3.316235,-3.314866,0.001369
203.613281,-3.349064,-3.341711,0.007353
204.345703,-3.374345,-3.366230,0.008115
205.078125,-3.395836,-3.390749,0.005086
205.810547,-3.415369,-3.415269,0.000100
206.542969,-3.434935,-3.432943,0.001992
207.275391,-3.454502,-3.450015,0.004487
208.007812,-3.471548,-3.467087,0.004460
208.740234,-3.484452,-3.484159,0.000293
209.472656,-3.491638,-3.482982,0.008656
210.205078,-3.492156,-3.479861,0.012294
210.937500,-3.485871,-3.476741,0.009131
211.669922,-3.474054,-3.473620,0.000434
212.402344,-3.460740,-3.463460,-0.002720
213.134766,-3.447010,-3.452415,-0.005405
213.867188,-3.434774,-3.441370,-0.006596
214.599609,-3.428780,-3.430325,-0.001545
215.332031,-3.430478,-3.440043,-0.009566
216.064453,-3.439785,-3.452786,-0.013000
216.796875,-3.455151,-3.465528,-0.010377
217.529297,-3.476201,-3.478271,-0.002069
218.261719,-3.503189,-3.515080,-0.011892
218.994141,-3.536749,-3.555892,-0.019143
219.726562,-3.579982,-3.596704,-0.016722
220.458984,-3.634356,-3.637516,-0.003160
221.191406,-3.696948,-3.704564,-0.007616
221.923828,-3.765308,-3.776536,-0.011228
222.656250,-3.839081,-3.848507,-0.009426
223.388672,-3.918184,-3.920478,-0.002294
224.121094,-4.002842,-4.001834,0.001008
224.853516,-4.089535,-4.085158,0.004377
225.585938,-4.173295,-4.168483,0.004812
226.318359,-4.252795,-4.251807,0.000988
227.050781,-4.327190,-4.322032,0.005159
227.783203,-4.396577,-4.389205,0.007373
228.515625,-4.461977,-4.456378,0.005600
229.248047,-4.524419,-4.523551,0.000868
229.980469,-4.585741,-4.587992,-0.002251
230.712891,-4.648077,-4.651731,-0.003654
231.445312,-4.712612,-4.715471,-0.002859
232.177734,-4.778757,-4.779211,-0.000453
232.910156,-4.842381,-4.835919,0.006462
233.642578,-4.901347,-4.890647,0.010700
234.375000,-4.954831,-4.945374,0.009457
235.107422,-5.002302,-5.000102,0.002200
235.839844,-5.043563,-5.036575,0.006989
236.572266,-5.078490,-5.067433,0.011057
237.304688,-5.106129,-5.098291,0.007839
