Frequency_Hz,Original_dB,Truncated_dB,Difference_dB
189.697266,-4.096739,-4.094680,0.002059
190.429688,-4.080619,-4.079892,0.000727
191.162109,-4.065510,-4.065104,0.000405
191.894531,-4.053913,-4.060306,-0.006394
192.626953,-4.047528,-4.055544,-0.008017
193.359375,-4.045761,-4.050782,-0.005021
194.091797,-4.046282,-4.046020,0.000262
194.824219,-4.047806,-4.051571,-0.003765
195.556641,-4.050268,-4.057322,-0.007054
196.289062,-4.056740,-4.063073,-0.006334
197.021484,-4.069201,-4.068824,0.000377
197.753906,-4.086127,-4.083865,0.002262
198.486328,-4.105355,-4.099238,0.006117
199.218750,-4.121660,-4.114611,0.007049
199.951172,-4.130937,-4.129984,0.000953
200.683594,-4.133944,-4.133105,0.000839
201.416016,-4.134965,-4.135582,-0.000617
202.148438,-4.136733,-4.138059,-0.001326
202.880859,-4.140642,-4.140536,0.000106
203.613281,-4.147629,-4.154576,-0.006947
204.345703,-4.158604,-4.169425,-0.010821
205.078125,-4.175141,-4.184274,-0.009134
205.810547,-4.198467,-4.199123,-0.000657
206.542969,-4.228305,-4.232606,-0.004302
207.275391,-4.262882,-4.267728,-0.004845
208.007812,-4.300380,-4.302849,-0.002469
208.740234,-4.338287,-4.337971,0.000316
209.472656,-4.371798,-4.359688,0.012110
210.205078,-4.396875,-4.379977,0.016898
210.937500,-4.412949,-4.400267,0.012682
211.669922,-4.422049,-4.420556,0.001493
212.402344,-4.430035,-4.431336,-0.001300
213.134766,-4.437928,-4.440919,-0.002992
213.867188,-4.446838,-4.450503,-0.003665
214.599609,-4.459829,-4.460087,-0.000258
215.332031,-4.477777,-4.480397,-0.002620
216.064453,-4.500519,-4.502269,-0.001750
216.796875,-4.524421,-4.524141,0.000280
217.529297,-4.546556,-4.546013,0.000542
218.261719,-4.566782,-4.565778,0.001004
218.994141,-4.586114,-4.585192,0.000922
219.726562,-4.606058,-4.604606,0.001452
220.458984,-4.625061,-4.624020,0.001041
221.191406,-4.640317,-4.636720,0.003597
221.923828,-4.652566,-4.648160,0.004406
222.656250,-4.662735,-4.659600,0.003136
223.388672,-4.671791,-4.671039,0.000751
224.121094,-4.682309,-4.687709,-0.005400
224.853516,-4.696840,-4.705477,-0.008637
225.585938,-4.716152,-4.723244,-0.007092
226.318359,-4.739867,-4.741011,-0.001145
227.050781,-4.767315,-4.770630,-0.003314
227.783203,-4.798999,-4.803008,-0.004008
228.515625,-4.832926,-4.835386,-0.002460
229.248047,-4.867414,-4.867764,-0.000350
229.980469,-4.902743,-4.903266,-0.000523
230.712891,-4.939177,-4.939571,-0.000394
231.445312,-4.975964,-4.975876,0.000088
232.177734,-5.012720,-5.012180,0.000539
232.910156,-5.046968,-5.041981,0.004987
233.642578,-5.077987,-5.069950,0.008037
234.375000,-5.105132,-5.097919,0.007213
235.107422,-5.127918,-5.125887,0.002031
235.839844,-5.146299,-5.143259,0.003040
236.572266,-5.160629,-5.157372,0.003258
237.304688,-5.172299,-5.171484,0.000815
238.037109,-5.185709,-5.185597,0.000112
238.769531,-5.201820,-5.205240,-0.003420
239.501953,-5.220609,-5.226734,-0.006125
240.234375,-5.242340,-5.248228,-0.005887
240.966797,-5.268078,-5.269721,-0.001643
241.699219,-5.298450,-5.298872,-0.000423
242.431641,-5.331893,-5.330800,0.001093
243.164062,-5.364858,-5.362727,0.002130
243.896484,-5.395577,-5.394655,0.000922
244.628906,-5.424967,-5.425563,-0.000595
245.361328,-5.453632,-5.456071,-0.002439
246.093750,-5.484747,-5.486580,-0.001833
246.826172,-5.517101,-5.517088,0.000012
247.558594,-5.548874,-5.548643,0.000230
248.291016,-5.579676,-5.580640,-0.000964
249.023438,-5.611503,-5.612638,-0.001135
249.755859,-5.644084,-5.644635,-0.000551
250.488281,-5.680278,-5.687406,-0.007128
251.220703,-5.722437,-5.735072,-0.012635
251.953125,-5.771200,-5.782739,-0.011538
252.685547,-5.827225,-5.830405,-0.003181
253.417969,-5.886902,-5.887802,-0.000900
254.150391,-5.948737,-5.949945,-0.001208
254.882812,-6.011726,-6.012088,-0.000361
255.615234,-6.074961,-6.074230,0.000730
256.347656,-6.134851,-6.125867,0.008984
257.080078,-6.188500,-6.172012,0.016488
257.812500,-6.234309,-6.218156,0.016152
258.544922,-6.271357,-6.264301,0.007056
259.277344,-6.295971,-6.285307,0.010664
260.009766,-6.310554,-6.292250,0.018304
260.742188,-6.315834,-6.299192,0.016642
261.474609,-6.312701,-6.306135,0.006566
262.207031,-6.301077,-6.298734,0.002343
262.939453,-6.284823,-6.282758,0.002065
263.671875,-6.267099,-6.266782,0.000317
264.404297,-6.250768,-6.250806,-0.000038
265.136719,-6.236048,-6.236524,-0.000476
265.869141,-6.221929,-6.223322,-0.001393
266.601562,-6.208334,-6.210120,-0.001787
267.333984,-6.195848,-6.196919,-0.001071
268.066406,-6.186875,-6.190147,-0.003273
268.798828,-6.181504,-6.187753,-0.006249
269.531250,-6.179617,-6.185360,-0.005743
270.263672,-6.180818,-6.182966,-0.002148
270.996094,-6.184647,-6.185937,-0.001290
271.728516,-6.189875,-6.192801,-0.002926
272.460938,-6.196201,-6.199665,-0.003463
273.193359,-6.205005,-6.206529,-0.001524
273.925781,-6.217048,-6.219893,-0.002845
274.658203,-6.232421,-6.238282,-0.005861
275.390625,-6.250939,-6.256670,-0.005731
276.123047,-6.272820,-6.275059,-0.002239
276.855469,-6.297881,-6.300794,-0.002912
277.587891,-6.326223,-6.332573,-0.006350
278.320312,-6.358367,-6.364353,-0.005986
279.052734,-6.393865,-6.396133,-0.002267
279.785156,-6.431998,-6.434539,-0.002541
280.517578,-6.472324,-6.478748,-0.006424
281.250000,-6.516716,-6.522956,-0.006240
281.982422,-6.564581,-6.567165,-0.002584
282.714844,-6.615404,-6.616310,-0.000906
283.447266,-6.668828,-6.670053,-0.001225
284.179688,-6.722922,-6.723796,-0.000874
284.912109,-6.777321,-6.777539,-0.000218
285.644531,-6.831964,-6.829747,0.002217
286.376953,-6.885329,-6.880434,0.004895
287.109375,-6.936648,-6.931121,0.005527
287.841797,-6.984897,-6.981808,0.003089
288.574219,-7.029072,-7.022997,0.006075
289.306641,-7.068219,-7.054174,0.014046
290.039062,-7.100735,-7.085351,0.015384
290.771484,-7.123924,-7.116528,0.007396
291.503906,-7.139612,-7.134446,0.005165
292.236328,-7.148457,-7.137498,0.010959
292.968750,-7.151052,-7.140550,0.010502
293.701172,-7.148735,-7.143602,0.005132
294.433594,-7.142098,-7.142489,-0.000391
295.166016,-7.133367,-7.136407,-0.003040
295.898438,-7.126099,-7.130325,-0.004227
296.630859,-7.121852,-7.124244,-0.002392
297.363281,-7.120938,-7.119393,0.001545
298.095703,-7.120332,-7.116107,0.004226
298.828125,-7.118341,-7.112821,0.005520
299.560547,-7.111967,-7.109534,0.002432
300.292969,-7.104555,-7.105575,-0.001020
301.025391,-7.097831,-7.100706,-0.002875
301.757812,-7.093213,-7.095836,-0.002623
302.490234,-7.089784,-7.090967,-0.001183
